SITEID,TITLE,lng,lat
50010410000001,大渡****腾网吧,106.488,29.4785
50010410000002,大渡****娱会所,106.495,29.4952
50010410000003,大渡****纪网吧,106.489,29.4814
50010410000004,大渡****里网吧,106.443,29.4925
50010410000005,大渡****怡网吧,106.491,29.4818
50010410000006,大渡****点网吧,106.504,29.4976
50010410000007,大渡****东网吧,106.489,29.4436
50010410000008,大渡****咣网吧,106.49,29.4951
50010410000009,大渡****约网吧,106.492,29.4837
50010410000010,大渡****向网吧,106.479,29.4614
50010410000011,大渡****乐网吧,106.497,29.4366
50010410000012,大渡****安网吧,106.514,29.4246
50010410000013,大渡****雨网吧,106.492,29.4838
50010410000014,大渡****峰网吧,106.501,29.4958
50010410000015,大渡****尔网吧,106.486,29.4776
50010410000016,大渡****城网吧,106.494,29.4363
50010410000017,大渡****凡网吧,106.491,29.4957
50010410000018,大渡****会所),106.488,29.4911
50010410000019,大渡****捷网吧,106.509,29.4369
50010410000020,大渡****闲网吧,106.494,29.4871
50010410000021,大渡****蜘网吧,106.47,29.466
50010410000022,大渡****正网吧,106.514,29.4246
50010410000023,大渡****深网吧,106.489,29.4814
50010410000024,大渡****会所),106.495,29.4889
50010410000025,大渡****枫网吧,106.49,29.49
50010410000026,大渡****仁网吧,106.489,29.4814
50010410000027,大渡****来网吧,106.492,29.4763
50010410000028,大渡****德网吧,106.474,29.4461
50010410000029,大渡****纪网吧,106.492,29.4953
50010410000030,大渡****利网吧,106.478,29.4163
50010410000031,大渡****琴网吧,106.481,29.4849
50010410000032,大渡****鑫网吧,106.488,29.4831
50010410000034,大渡****牛网吧,106.473,29.4239
50010410000035,大渡****我网吧,106.485,29.4608
50010410000036,大渡****莹波）,106.488,29.4777
50010410000037,大渡****联网吧,106.47,29.466
50010410000038,大渡****聚网吧,106.485,29.465
50010410000039,大渡****堰网吧,106.501,29.4947
50010310000001,渝中****渝网吧,106.576,29.5633
50010310000003,渝中****梦网吧,106.523,29.537
50010310000004,渝中****限公司,106.556,29.5602
50010310000005,渝中****半网吧,106.58,29.5666
50010310000006,渝中****西网吧,106.565,29.5632
50010310000007,渝中****比网吧,106.58,29.5606
50010310000008,渝中****村网吧,106.517,29.5379
50010310000009,渝中****松网吧,106.579,29.5551
50010310000010,渝中****鸟网吧,106.581,29.5587
50010310000012,渝中****梦网吧,106.567,29.5619
50010310000013,渝中****网吧),106.586,29.5623
50010310000014,渝中****妹网吧,106.553,29.5662
50010310000015,渝中****玛网吧,106.569,29.5627
50010310000017,渝中****灏网吧,106.559,29.5572
50010310000018,渝中****燕网吧,106.592,29.566
50010310000020,渝中****星网吧,106.551,29.5592
50010310000021,渝中****雪网吧,106.568,29.5616
50010310000022,渝中****吉网吧,106.547,29.5552
50010310000023,渝中****点网吧,106.555,29.5557
50010310000024,渝中****网吧),106.556,29.5556
50010310000027,渝中****心网吧,106.56,29.5609
50010510000116,江北****强网吧,106.534,29.5874
50010510000118,江北****鑫网吧,106.548,29.5824
50010510000119,江北****会所）,106.535,29.5814
50010510000123,江北****会所）,106.535,29.5628
50010510000126,江北****豪网吧,106.536,29.5833
50010510000127,江北****会所）,106.768,29.6288
50010510000128,江北****创网吧,106.564,29.5861
50010510000129,江北****乐部）,106.546,29.584
50010310000028,渝中****路网吧,106.551,29.5618
50010810000082,南岸****奇网吧,106.583,29.5393
50010810000083,南岸****带网吧,106.569,29.5345
50010810000084,南岸****费点）,106.61,29.541
50010810000085,南岸****捷网吧,106.557,29.5262
50010810000086,南岸****河网吧,106.565,29.5308
50010810000087,南岸****虫网吧,106.564,29.5292
50010810000088,南岸****秀网吧,106.576,29.5255
50010810000089,南岸****飞网吧,106.602,29.5574
50010810000091,南岸****网吧,106.582,29.5276
50010810000092,南岸****舰网吧,106.564,29.5348
50010810000093,南岸****灵网吧,106.559,29.5282
50010810000095,南岸****克网吧,106.557,29.5263
50010810000096,南岸****雅网吧,106.567,29.5297
50010810000100,南岸****达网吧,106.572,29.5346
50010810000102,南岸****盈网吧,106.581,29.5198
50010810000103,南岸****仕网吧,106.569,29.5278
50010810000104,南岸****莎网吧,106.667,29.5415
50010810000105,南岸****恋网吧,106.608,29.5104
50010810000106,南岸****贝网吧,106.687,29.5375
50010810000107,南岸****行网吧,106.608,29.5822
50010810000108,南岸****花网吧,106.551,29.5187
50010810000109,南岸****太网吧,106.566,29.5415
50010810000110,南岸****斯网吧,106.578,29.5399
50010810000111,南岸****新网吧,106.579,29.5329
50010810000112,南岸****益网吧,106.58,29.4959
50010810000113,南岸****人网吧,106.608,29.5059
50010810000114,南岸****尔网吧,106.667,29.5415
50010810000117,南岸****网吧）,106.607,29.5775
50010810000118,南岸****概念),106.571,29.5334
50010810000119,南岸****影网吧,106.581,29.518
50010810000120,南岸****悦网吧,106.582,29.5385
50010810000013,南岸****英网吧,106.577,29.4887
50010810000014,南岸****洋网吧,106.666,29.5127
50010810000015,南岸****佳网吧,106.598,29.5875
50010810000016,南岸****康网吧,106.578,29.5313
50010810000017,南岸****通网吧,106.671,29.5123
50010810000018,南岸****方网吧,106.601,29.5549
50010810000020,南岸****日网吧,106.572,29.4988
50010810000022,南岸****店网吧,106.57,29.5305
50010810000023,南岸****佳网吧,106.595,29.5491
50010810000025,南岸****枫网吧,106.581,29.5198
50010810000026,南岸****车网吧,106.607,29.5753
50010810000027,南岸****友网吧,106.575,29.5309
50010810000028,南岸****网苑),106.601,29.558
50010810000030,南岸****旋网吧,106.612,29.546
50010810000031,南岸****网吧）,106.577,29.5323
50010810000032,南岸****赢网吧,106.569,29.5345
50010810000033,南岸****潮网吧,106.673,29.5105
50010810000034,南岸****园网吧,106.649,29.4926
50010810000035,南岸****星网吧,106.585,29.5186
50010810000036,南岸****豹网吧,106.567,29.5327
50010810000037,南岸****池网吧,106.597,29.5896
50010810000038,南岸****龙网吧,106.584,29.5189
50010810000039,南岸****龙网吧,106.601,29.5539
50010910002007,一往****深网吧,106.428,29.8195
50010910002009,文静****经营）,106.449,29.8317
50011210000001,渝北****源网吧,106.635,29.7222
50011210000002,渝北****城网吧,106.646,29.7474
50011210000003,渝北****号网吧,106.518,29.5881
50011210000004,渝北****度网吧,106.642,29.7437
50011210000006,渝北****缘网吧,106.633,29.7466
50011210000007,渝北****人网吧,106.503,29.6053
50011210000008,渝北****红网吧,106.509,29.589
50011210000009,渝北****通网吧,106.527,29.5977
50011210000010,渝北****星网吧,106.644,29.7455
50011210000011,渝北****主网吧,106.536,29.594
50011210000012,渝北****罗网吧,106.511,29.5818
50011210000013,渝北****天网吧,106.642,29.7437
50011210000014,渝北****尚网吧,106.63,29.7144
50011210000015,渝北****希网吧,106.613,29.6822
50011210000016,渝北****喜网吧,106.527,29.596
50011210000017,渝北****贵网吧,106.629,29.7104
50011210000018,渝北****斯网吧,106.645,29.747
50011210000019,渝北****湖网吧,106.633,29.7083
50011210000020,渝北****友网吧,106.529,29.5935
50011210000021,渝北****日网吧,106.524,29.5913
50011210000022,渝北****号网吧,106.516,29.5847
50011210000023,渝北****门网吧,106.612,29.708
50011210000024,渝北****谊网吧,106.605,29.6879
50011210000026,渝北****乐网吧,106.627,29.7067
50011210000027,渝北****蓝网吧,106.64,29.7409
50011210000028,渝北****柒网吧,106.527,29.5924
50011210000029,渝北****光网吧,106.509,29.5952
50011210000030,渝北****山网吧,106.617,29.7
50011210000031,渝北****后网吧,106.553,29.5888
50011210000032,渝北****晶网吧,106.523,29.6048
50011210000034,渝北****鑫网吧,106.622,29.703
50011210000036,渝北****合网吧,106.613,29.6822
50011210000037,渝北****壁网吧,106.65,29.7459
50011210000038,渝北****飞网吧,106.523,29.6048
50010510000147,江北****会所）,106.668,29.6138
50010510000148,江北****寻网吧,106.54,29.5847
50010510000153,江北****络会所,106.549,29.583
50010510000154,江北****博网吧,106.539,29.5882
50010310000031,渝中****费点),106.547,29.5552
50010310000034,渝中****你网吧,106.586,29.5666
50010310000035,渝中****鸟网吧,106.554,29.565
50010310000036,渝中****年网吧,106.574,29.5611
50010310000037,渝中****份网吧,106.574,29.5589
50010310000038,重庆****园路店,106.587,29.5682
50010310000043,渝中****轩网吧,106.574,29.5651
50010310000045,渝中****靓网吧,106.575,29.5642
50010310000046,渝中****读网吧,106.576,29.5585
50010310000047,渝中****其网吧,106.568,29.5608
50010310000050,渝中****平网吧,106.551,29.5646
50010310000054,渝中****结网吧,106.534,29.5472
50010310000055,渝中****心网吧,106.512,29.5417
50010310000058,渝中****华网吧,106.594,29.5695
50010310000060,渝中****名网吧,106.57,29.562
50010310000062,渝中****忘我),106.562,29.5673
50010310000063,渝中****玺网吧,106.56,29.5663
50010310000064,渝中****象网吧,106.522,29.5416
50010310000065,渝中****手网吧,106.565,29.5615
50010310000066,渝中****客网吧,106.585,29.5642
50010310000067,渝中****华网吧,106.584,29.5661
50010310000068,渝中****下网吧,106.579,29.561
50010310000071,渝中****谋网吧,106.524,29.5449
50010310000072,渝中****鸟网吧,106.578,29.5637
50010310000074,渝中****限网吧,106.521,29.5468
50010310000076,渝中****祥网吧,106.561,29.5661
50010310000077,渝中****网吧),106.58,29.5606
50010310000079,渝中****叶网吧,106.547,29.5552
50010310000084,渝中****星网吧,106.574,29.5633
50010310000087,渝中****缘网吧,106.586,29.5646
50010310000089,渝中****家网吧,106.533,29.549
50010310000091,渝中****华网吧,106.547,29.5552
50010310000093,渝中****晴网吧,106.591,29.5683
50010310000096,渝中****小网吧,106.529,29.5441
50010310000098,渝中****天网吧,106.555,29.5549
50010310000099,渝中****飞网吧,106.59,29.561
50010310000100,渝中****心网吧,106.58,29.5551
50010310000104,（渝****简称),106.513,29.5423
50010310000105,渝中****心网吧,106.52,29.5448
50010310000107,渝中****语网吧,106.563,29.5697
50010310000109,渝中****红网吧,106.555,29.565
50010310000110,重庆****网吧）,106.585,29.5671
50010310000112,渝中****瑰网吧,106.59,29.5612
50010310000114,(渝****派网吧,106.518,29.5474
50010310000115,渝中****宇网吧,106.582,29.5604
50010310000116,渝中****秋网吧,106.525,29.5471
50010310000119,渝中****禹网吧,106.586,29.5609
50010310000120,渝中****兴网吧,106.583,29.561
50010310000121,渝中****都网吧,106.585,29.567
50010310000123,渝中****格网吧,106.586,29.5582
50010310000125,渝中****健网吧,106.523,29.544
50010310000126,渝中****网苑),106.503,29.5407
50010310000128,渝中****网吧),106.567,29.5686
50010310000129,渝中****辉网吧,106.519,29.545
50010310000132,新华****网吧),106.578,29.5637
50010310000133,渝中****先网吧,106.557,29.5547
50010310000134,渝中****迪网吧,106.567,29.5615
50010910000104,重庆****星网吧,106.477,29.7573
50010910000105,重庆****曾网吧,106.456,29.6891
50010910000106,重庆****卡网吧,106.431,29.8383
50010910000107,重庆****发网吧,106.469,29.7353
50010910000108,北碚****平网吧,106.447,29.8284
50010910000109,重庆****顺网吧,106.441,29.8354
50010910000110,北碚****天网吧,106.441,29.8158
50010910000111,北碚****湖网吧,106.509,29.8783
50010910000112,重庆****兴网吧,106.376,29.7707
50010910000113,重庆****豪网吧,106.41,29.8057
50010910000114,重庆****龙网吧,106.441,29.8352
50010910000115,重庆****和网吧,106.441,29.8343
50010910000116,重庆****煦网吧,106.44,29.8306
50010910000117,金燕****经营）,106.392,29.8773
50010910000119,重庆****网吧）,106.444,29.8306
50010910000120,北碚****燕网吧,106.441,29.8179
50010910000121,重庆****霞网吧,106.447,29.827
50010910000122,重庆****园网吧,106.443,29.8325
50010910000123,北碚****阻网吧,106.662,30.0077
50010910000124,北碚****邓网吧,106.441,29.8354
50010910000125,重庆****驰网吧,106.414,29.808
50010910000126,重庆****驰网吧,106.445,29.8309
50010910000127,重庆****成网吧,106.481,29.7391
50010910000129,北碚****网吧）,106.431,29.8383
50010910000130,北碚****潮网吧,106.428,29.8195
50010910000131,重庆****庭网吧,106.441,29.838
50010910000133,北碚****网吧）,106.432,29.839
50010910000135,重庆****希网吧,106.506,29.7884
50010910000136,重庆****益网吧,106.442,29.8207
50010910000137,重庆****达网吧,106.431,29.8383
50010910000138,重庆****聪网吧,106.483,29.7913
50010910000140,重庆****伦网吧,106.501,29.7506
50010910000143,重庆****草网吧,106.45,29.8306
50010910000144,天磊****经营）,106.505,29.8687
50010910000146,重庆****鸿网吧,106.379,29.7713
50010910000147,后丰****经营）,106.509,29.8779
50010910000148,北碚****桥网吧,106.509,29.7888
50010910000149,重庆****宏网吧,106.444,29.8311
50010910000150,北碚****－下）,106.429,29.8226
50010910000151,重庆****子网吧,106.56,29.7764
50010910000152,北碚****达网吧,106.429,29.8219
50010910000154,重庆****花园店,106.52,29.8666
50010910000155,重庆****卡网吧,106.379,29.7719
50010910000156,重庆****润网吧,106.409,29.8074
50010910000157,北碚****炬网吧,106.396,29.7592
50010910000158,重庆****图网吧,106.429,29.8217
50010910000159,重庆****浪网吧,106.431,29.8383
50010910000160,北碚****子网吧,106.671,30.0304
50010910000161,重庆****网吧）,106.446,29.8281
50010910000162,重庆****前网吧,106.471,29.7455
50010910000164,重庆****图网吧,106.568,29.8196
50010910000165,透视****限公司,106.446,29.8341
50010910000166,重庆****网咖）,106.376,29.7702
50010910000167,北碚****建网吧,106.454,29.6734
50010910000168,北碚****络会所,106.444,29.83
50010910000169,三百****闲会所,106.441,29.8327
50010910000171,北碚****生网吧,106.429,29.8232
50010910000172,北碚****浪网吧,106.441,29.834
50010910000174,重庆****花网吧,106.41,29.8203
50010910000176,重庆****脸网吧,106.433,29.8252
50010910000177,重庆****畅网吧,106.399,29.8086
50010910000181,哈利****经营）,106.379,29.769
50010910000183,重庆****锐网吧,106.452,29.6728
50010910000184,北碚****天网吧,106.421,29.863
50010910000185,重庆****前网吧,106.446,29.8272
50010910000186,北碚****会所）,106.429,29.8227
50010910002001,重庆****朝阳店,106.52,29.8666
50010910002002,重庆****放路店,106.443,29.8341
50010910002003,骑龙****龙网吧,106.379,29.7694
50010910002004,幻灵****灵网吧,106.443,29.828
50010910002005,刘俊****俊网吧,106.48,29.7382
50010910002006,冲浪****浪网吧,106.52,29.8666
50010510000006,江北****尼网吧,106.55,29.5789
50010510000011,江北****会所）,106.714,29.6193
50010510000013,江北****阁网吧,106.548,29.5774
50010510000015,江北****喜网吧,106.561,29.5864
50010510000016,江北****科网吧,106.64,29.6168
50010510000018,江北****会所）,106.496,29.5748
50010510000019,江北****典网吧,106.549,29.584
50010510000021,江北****会所),106.482,29.5964
50010510000022,江北****鱼网吧,106.763,29.6224
50010510000024,江北****月网吧,106.768,29.6288
50010510000027,江北****江网吧,106.51,29.5816
50010510000028,江北****格网吧,106.538,29.5786
50010510000029,江北****事网吧,106.537,29.583
50010510000031,江北****会所）,106.532,29.575
50010510000033,江北****网城）,106.534,29.5874
50010510000036,江北****会所）,106.542,29.5783
50010910000034,重庆****由网吧,106.443,29.828
50010910000035,北碚****贝网吧,106.456,29.8394
50010910000036,重庆****虫网吧,106.392,29.8773
50010910000037,重庆****空网吧,106.576,29.8997
50010910000038,重庆****妹网吧,106.443,29.8308
50010910000039,北碚****核对）,106.458,29.6889
50010910000040,金德****经营）,106.376,29.7686
50010910000041,重庆****口网吧,106.373,29.7574
50010910000042,重庆****龙网吧,106.451,29.83
50010910000043,北碚****薇网吧,106.59,29.5612
50010910000045,北碚****网吧）,106.43,29.8225
50010910000046,重庆****览网吧,106.509,29.8779
50010910000047,重庆****满网吧,106.633,29.899
50010910000048,北碚****迪网吧,106.444,29.8293
50010910000049,重庆****中网吧,106.441,29.8346
50010910000050,重庆****嘉网吧,106.671,30.0304
50010910000052,重庆****源网吧,106.428,29.8195
50010910000053,东梅****经营）,106.449,29.8317
50010910000054,重庆****静网吧,106.572,29.8978
50010910000055,重庆****语网吧,106.509,29.7888
50010910000056,重庆****乐网吧,106.448,29.8238
50010910000057,重庆****久网吧,106.361,29.7517
50010910000058,重庆****事网吧,106.443,29.831
50010910000062,重庆****恋网吧,106.429,29.8209
50010910000063,重庆****龙网吧,106.441,29.8157
50010910000064,重庆****度网吧,106.414,29.8063
50010910000065,重庆****新网吧,106.444,29.8262
50010910000066,洪涛****经营）,106.48,29.7382
50010910000067,重庆****品网吧,106.43,29.8384
50010910000068,重庆****建网吧,106.41,29.8142
50010910000070,北碚****果网吧,106.445,29.8358
50010910000071,重庆****韵网吧,106.509,29.7888
50010910000072,北碚****吧（）,106.441,29.8341
50010910000073,北碚****点网吧,106.446,29.8323
50010910000074,重庆****街网吧,106.441,29.8345
50010910000075,北碚****核对）,106.441,29.8351
50010910000076,红果****果网吧,106.376,29.7707
50010910000077,鸿运****经营）,106.392,29.8773
50010910000078,北碚****侣网吧,106.409,29.8127
50010910000079,重庆****浪网吧,106.441,29.8341
50010910000080,重庆****涛网吧,106.48,29.7379
50010910000081,重庆****城网吧,106.523,29.8198
50010910000082,重庆****兴网吧,106.509,29.7888
50010910000083,重庆****族网吧,106.47,29.7342
50010910000084,重庆****琴网吧,106.431,29.8384
50010910000085,重庆****间网吧,106.44,29.8375
50010910000086,北碚****缘网吧,106.482,29.737
50010910000087,重庆****平网吧,106.399,29.8096
50010910000088,佳人****人网吧,106.432,29.8362
50010910000089,北碚****核对）,106.402,29.8068
50010910000090,北碚****金网吧,106.433,29.8247
50010910000091,北碚****核对）,106.441,29.8272
50010910000092,北碚****宝网吧,106.438,29.8091
50010910000094,北碚****网吧）,106.446,29.8339
50010910000095,北碚****泉网吧,106.462,29.8361
50010910000096,重庆****浩网吧,106.41,29.8057
50010910000097,重庆****驿网吧,106.44,29.8193
50010910000098,重庆****泰网吧,106.384,29.7859
50010910000100,重庆****源网吧,106.611,29.9584
50010910000101,重庆****惯网吧,106.429,29.8197
50010910000102,重庆****海网吧,106.43,29.8222
50010910000103,重庆****利网吧,106.575,29.9014
50010710000281,重庆****程网吧,106.32,29.525
50010710000282,九龙****族网吧,106.451,29.4617
50010710000283,重庆****城网吧,106.387,29.5138
50010710000284,九龙****络会所,106.339,29.3146
50010710000285,重庆****悦网吧,106.48,29.5088
50010710000286,九龙****情深）,106.339,29.3046
50010710000287,九龙****讯网吧,106.357,29.3333
50010710001001,（加****丰网吧,106.38,29.5098
50010710001002,（加****天网吧,106.518,29.5196
50010710001005,（加****龙网吧,106.545,29.4908
50010810000001,南岸****洞网吧,106.575,29.5306
50010810000002,南岸****蛛网吧,106.645,29.5029
50010810000003,南岸****网吧）,106.587,29.5111
50010810000005,南岸****网网吧,106.602,29.5567
50010810000006,南岸****束网吧,106.581,29.5172
50010810000007,南岸****属网吧,106.597,29.589
50010810000008,南岸****林网吧,106.671,29.5102
50010810000009,南岸****耕网吧,106.582,29.5195
50010810000010,南岸****浪网吧,106.58,29.5072
50010810000011,南岸****展网吧,106.57,29.5344
50010810000012,南岸****珑网吧,106.68,29.5641
50010810000040,重庆****桥网吧,106.673,29.5126
50010810000041,南岸****威夷）,106.609,29.6054
50010810000042,南岸****连网吧,106.556,29.5261
50010810000043,南岸****狐网吧,106.564,29.5327
50010810000044,南岸****诚网吧,106.656,29.4823
50010810000045,南岸****网吧）,106.61,29.5387
50010810000046,南岸****生网吧,106.675,29.5105
50010810000047,南岸****亮网吧,106.556,29.5267
50010810000048,南岸****网吧）,106.61,29.539
50010810000049,南岸****辉网吧,106.573,29.5299
50010810000050,南岸****网网吧,106.598,29.5873
50010810000051,南岸****客网吧,106.598,29.5875
50010810000052,重庆****任公司,106.582,29.521
50010810000053,南岸****路网吧,106.577,29.5318
50010810000055,南岸****荷网吧,106.576,29.5305
50010810000057,南岸****乐网吧,106.573,29.5182
50010810000058,南岸****色网吧,106.608,29.584
50010810000059,南岸****网网吧,106.606,29.5839
50010810000060,南岸****网吧,106.556,29.5267
50010810000061,南岸****速网吧,106.568,29.5275
50010810000062,南岸****恋网吧,106.573,29.5306
50010810000063,南岸****影网吧,106.576,29.5295
50010810000064,南岸****立网吧,106.575,29.5352
50010810000065,南岸****旗网吧,106.582,29.5374
50010810000066,南岸****成网吧,106.564,29.5305
50010810000067,南岸****怡网吧,106.62,29.5913
50010810000068,南岸****量网吧,106.609,29.6076
50010810000069,南岸****网吧）,106.585,29.543
50010810000070,南岸****网吧）,106.602,29.5532
50010810000071,南岸****点网吧,106.581,29.5013
50010810000072,南岸****骏网吧,106.574,29.5357
50010810000074,南岸****网吧,106.58,29.5113
50010810000075,南岸****取缔）,106.575,29.5385
50010810000076,南岸****浪网吧,106.575,29.5298
50010810000077,南岸****园网吧,106.581,29.5013
50010810000078,知了****取缔）,106.575,29.5383
50010810000079,南岸****鸟网吧,106.601,29.5539
50010710000066,重庆****功网吧,106.55,29.4958
50010710000068,重庆****阁网吧,106.509,29.5224
50010710000070,重庆****鑫网吧,106.508,29.5214
50010710000071,九龙****了网吧,106.527,29.5317
50010710000072,重庆****柯网吧,106.361,29.4258
50010710000074,重庆****标网吧,106.363,29.4999
50010710000078,重庆****馨网吧,106.498,29.5128
50010710000079,九龙****网吧),106.52,29.5098
50010710000080,亚联****月网吧,106.495,29.5131
50010710000083,重庆****宇网吧,106.549,29.497
50010710000084,重庆****美网吧,106.452,29.5021
50010710000085,重庆****淇网吧,106.517,29.518
50010710000086,重庆****门网吧,106.294,29.4622
50010710000087,重庆****拉网吧,106.459,29.476
50010710000088,九龙****技公司,106.534,29.5135
50010710000089,九龙****火网吧,106.523,29.5272
50010710000090,重庆****返网吧,106.48,29.5079
50010710000091,九龙****文网吧,106.452,29.4524
50010710000093,重庆****马网吧,106.374,29.5252
50010710000097,九龙****网吧）,106.392,29.2993
50010710000098,重庆****兰网吧,106.333,29.4265
50010710000099,重庆****松网吧,106.392,29.3021
50010710000102,九龙****间网吧,106.513,29.5044
50010710000103,重庆****都网吧,106.372,29.5287
50010710000105,重庆****停业）,106.377,29.4948
50010710000106,重庆****上网吧,106.377,29.4961
50010710000107,重庆****和网吧,106.449,29.5046
50010710000108,重庆****兰网吧,106.378,29.5241
50010710000109,重庆****远网吧,106.377,29.4961
50010710000110,重庆****香网吧,106.458,29.4789
50010710000111,九龙****驰网吧,106.517,29.5197
50010710000115,重庆****号网吧,106.371,29.4346
50010710000116,九龙****果网吧,106.44,29.4667
50010710000117,九龙****线网吧,106.521,29.5154
50010710000118,九龙****兴网吧,106.34,29.3044
50010710000120,九龙****汇网吧,106.44,29.4672
